item	equate	label
cromoc033		Can the child unscrew the lid from a bottle or jar? 
cromoc034		Can the child jump with both feet leaving the ground? 
cromoc035		Can the child remove an item of clothing (e.g., take off his/her shirt)? 
cromoc036		Can the child stand on one foot for several seconds without holding on to a person or object (e.g., wall or furniture)? 
cromoc037		Can the child walk backwards? 
cromoc038		Can the child dress him/herself (e.g., put on his/her pants and shirt without help)? 
cromoc039		Can the child fasten and unfasten buttons without help? 
crosec001		Does the child smile when others smile at him/her? 
crosec002		Does the child look at your face when you speak to him/her? 
crosec003		Does the child smile or become excited when seeing someone familiar? 
crosec004		Does the child sometimes suck his/her thumb or fingers? 
crosec005		Does the child react differently according to the tone of your voice (e.g., smiles when you say something in a happy tone)? 
crosec006		Does the child ask you for help using signs or words when he/she cannot do something on his/her own (e.g., to reach an object up high)?
crosec007		Does the child watch what other children do and try to copy them? 
crosec008		Does the child become overly distressed (e.g., cries, screams) in response to loud sounds or bright lights? 
crosec009		Does the child often cry for no reason (e.g., when he/she is not hungry or tired)? 
crosec010		When the child is upset, does he/she calm down quickly when you soothe or hold him/her? 
crosec011		Does the child become very shy, afraid, or upset around strangers, even when you're with him/her?
crosec012		Is the child generally more irritable or fussy than other children his/her age? 
crosec013		Does the child have trouble falling asleep most nights? 
crosec014		Does the child stop at least briefly when told "no" or "stop that"? 
crosec015		Does the child often have extreme changes in emotions (e.g., quickly changing from very happy to very angry)? 
crosec016		Does the child become upset when you are not with him/her? 
crosec017		Does the child often show affection toward others (e.g., hugging parents, brothers, or sisters)? 
crosec018		Does the child cry or whine when he/she is made to wait for something he/she wants (e.g., toy or food)? 
crosec019		Can the child indicate when he/she needs to go to toilet? 
crosec020		Can the child sit or play on his/her own for at least 20 minutes? 
crosec021		Does the child listen to someone telling a story with interest? 
crosec022		Does the child wake up more than two times at night and want your attention (e.g., cries, asks for you)? 
crosec023		Does the child frequently complain of headaches or stomach-aches when he/she is not physically ill? 
crosec024		Does the child show curiosity to learn new things (e.g., by asking questions or exploring a new area)? 
crosec025		Does the child imitate others' behaviors (e.g., washing hands or dishes)? 
crosec026		Does the child quickly calm down when he/she doesn't get what he/she wants? 
crosec027		Does the child show signs of regressing behavior (i.e. behave or act younger than he/she is?) 
crosec028		Does the child usually follow rules and obey adults (e.g., "go there" or "don't do that")?
crosec029		Can the child sit still when asked to by an adult (e.g., for two minutes)? 
crosec030		Does the child involve others in play (i.e., play interactive games with other children)? 
crosec031		When the child is upset, does he/she calm down quickly on his/her own? 
crosec032		Is the child frequently sad, worried, or anxious? 
crosec033		Does the child cling excessively to his/her caregiver, even in a safe setting? 
crosec034		Is the child often impatient or unwilling to wait when you ask him/her to? 
crosec035		Can the child easily switch back and forth between activities (e.g., go back to a game after being interrupted)? 
crosec036		Can the child concentrate on one task (e.g., playing with friends, eating meal) for 20 minutes? 
crosec037		Does the child often refuse to play with other children? 
crosec038		Does the child usually finish an activity he/she enjoys (e.g., a game or book)? 
crosec039		Does the child often show panic or fear for no reason? 
crosec040		Does the child often reject or turn away from affection (e.g., refuses or pulls away from hugs from well-known family members)? 
crosec041		Can the child tell you when he/she is tired or hungry? 
crosec042		Can the child say what he/she likes or dislikes (e.g., "I like sweets")? 
crosec043		Does the child sometimes share things (e.g., food, toys) with others without being told? 
crosec044		Does the child show sympathy or look concerned when others are hurt or sad? 
crosec045		Is the child kind to younger children (e.g., speaks to them nicely and touches them gently)? 
crosec046		Does the child greet neighbors or other people he/she knows without being told (e.g., by saying hello or gesturing hello)? 
crosec047		Does the child prefer to play alone when other children are present? 
crosec048		Does the child frequently destroy or act aggressively with objects on purpose? 
crosec049		Can the child tell you when he/she is happy, angry, or sad? 
crosec050		Does the child usually put objects or toys back where they belong after using them?
crosec051		Can the child say what others like or dislike (e.g., "Mama doesn't like fruit," Papa likes football)?
crosec052		Does the child sometimes save things like candy or new toys for the future? 
crosec053		Does the child frequently act impulsively or without thinking (e.g., running into the street without looking)? 
crosec054		Does the child have difficulty getting along with other children? 
crosec055		Does the child often kick, bite, or hit other children or adults? 
crosec056		Does the child usually show respect for authority figures (e.g., a teacher, grandparent)? 
crosec057		Does the child become extremely withdrawn or shy in new situations? 
crosec058		Does the child ask about familiar people other than parents when they are not there (e.g., "Where is the neighbor?")? 
crosec059		Can the child tell you when others are happy, angry, or sad? 
ddicmd044		Points at 5 pictures in the book
ddicmd049		Can be understood by tester
ddicmd116	REC6	Turn head to sound
ddicmd132		
ddicmd136		Reacts to verbal request (M; can ask parents)
ddicmd141		Identifies two named objects
ddicmd148		Understands 'play' orders
ddicmm029	REC50	Reacts when spoken to
ddicmm030		Smiles in response (M; can ask parents)
ddicmm031	EXP5	vocalizes in response
ddicmm032		
ddicmm033	EXP10	Says dada, baba, gaga
ddicmm034	EXP12	Babbles while playing
ddicmm035	REC14	Reacts to verbal request
ddicmm036		Waves 'bye-bye' (M; can ask parents)
ddicmm037	EXP18	Uses two words with comprehension
ddicmm038		
ddicmm039		Says three 'words'
ddicmm040	REC25	Understands 'play' orders.  For example, "Give the dolly a little bite of your cookie"
ddicmm041	EXP26	Says sentences with 2 words
ddicmm042	REC24	Points at 6 parts of body of a doll.
ddicmm043		Refers to self using 'me' or 'I' (M; can ask parents)
ddicmm045	EXP36	Says "sentences" of 3 or more words
ddicmm046		Can be understood by family (M; can ask parents)
ddicmm047		Talks spontaneously on daily events (M; can ask parents)
ddicmm048	EXP32	Asks questions about "who", "what", Asks questions beginning by who, what, where and "how"
ddicmm050		Asks questions:how many, when, why (M; can ask parents)
ddifmd001	COG3	Eyes fixate
ddifmd002		Follows with eyes and head 30d  < 0 > 30d 
ddifmd003	FM10	Hands open occasionally
ddifmd005		Plays with hands in midline
ddifmd007	FM19	Passes cube from hand to hand
ddifmd008	COG30	Holds cube, grasps another one with other hand
ddifmd010	FM26	Picks up pellet between thumb and index finger
ddifmd011	COG36	Puts cube in and out of a box
ddifmd013	FM31	Tower of 2 cubes
ddifmd015	FM72	Builds tower of 3 cubes
ddifmd017	FM38	Tower of 6 cubes
ddifmd018	COG49	Places round block in board
ddifmd020	FM44	Imitates building a truck
ddifmd021	COG56	Places 3 forms in form-box
ddifmd022	FM41	Imitates drawing vertical line
ddifmd023	FM52	Imitates building a bridge
ddifmd024	COG58	Places 4 forms in form-box
ddifmd026	FM43	Copies a circle
ddifmd027	FM37	Holds pencil with fingers
ddifmd154		Eats with spoon without help (M; can ask parents)
ddifmm004	COG18	Watches own hands
ddifmm009	GM24	Plays with both feet
ddifmm012		Plays 'give and take' (M; can ask parents)
ddifmm014		Explores environment energetically (M; can ask parents)
ddifmm016		Imitates everyday activities (M; can ask parents)
ddifmm019		Takes off shoes and socks (M; can ask parents)
ddifmm025		Can dress (one piece) (M; can ask parents)
ddigmd006	FM12	Grasps object within reach
ddigmd052	GM2	Moves arms equally well
ddigmd053	GM1	Moves legs equally well
ddigmd054		Stays suspended when lifted under the armpits
ddigmd055	GM23	No head lag if pulled to sitting
ddigmd056		Lifts chin off table for a moment
ddigmd057	GM12	Lifts head to 45 degrees on prone position
ddigmd058		Looks around to side with angle face-table 90 
ddigmd059		Flexes or stomps legs while being swung
ddigmd061		Balances head well while sitting
ddigmd062		Sits on buttocks while legs stretched
ddigmd063	GM26	Sits in stable position without support
ddigmd068	GM42	Walks alone
ddigmd069	GM44	Throws ball without falling
ddigmd070	GM45	Squats or bends to pick things up
ddigmd071	GM55	Kicks ball
ddigmd072	GM28	Can rotace fluently in sitting position
ddigmd074	GM54	Jumps with both feet simultaneously
ddigmd146		Drinks from cup (M; can ask parents)
ddigmd168		Walks well
ddigmd268	GM43	Walks well alone/walks smoothly
ddigmm060	GM25	Rolls over back to front
ddigmm064	GM30	Crawls forward, abdomen on the floor
ddigmm065	GM35	Pulls up to standing position
ddigmm066		Crawls, abdomen off the floor (M; can ask parents)
ddigmm067	GM38	Walks while holding onto play-pen or furniture
ddigmm073		Rides on tricycle (M; can ask parents)
denfmd001	FM75	Follows To Midline
denfmd002	FM76	Follow Past Midline
denfmd003	FM77	Hold Rattle
denfmd004	FM78	Hands Together
denfmd005	FM79	Follow 180 Degrees
denfmd006	FM80	Regard raisin
denfmd007	COG174	Reaches
denfmd008	COG25	Look for Yarn
denfmd009	FM20	Rake Raisin
denfmd010	FM21	Pass Block
denfmd011	COG27	Take 2 Blocks
denfmd012	FM24	Thumb-Finger Grip
denfmd013	COG24	Bang 2 Blocks 
denfmd014	COG36	Put Block in Cup
denfmd015	FM30	Scribbles
denfmd016	COG42	Drop Raisin
denfmd017	FM31	2 Blocks
denfmd018	FM81	4 Blocks
denfmd019	FM38	6 Blocks
denfmd020	FM41	Imitate Vertical Line
denfmd021	FM54	8 Blocks
denfmd022	FM82	Wiggle Thumb
denfmd023	FM43	Copy a Circle
denfmd024	FM83	Draws 3 or more body parts
denfmd025	FM61	Copy +  (2 lines that intersect near the midpoint using only 2 strokes)
denfmd026	FM84	Pick Longer Line
denfmd027	FM60	Copy Square, Demonstrated
denfmd028	FM86	Draws 6 or more body parts
denfmd029	FM66	Copy Square
dengmd001	GM73	Equal movements
dengmd002	GM74	Lift Head
dengmd003		Lift head 45o
dengmd004	GM75	Lift Head 90o
dengmd005	GM19	Sit, Head Steady
dengmd006	GM76	Bear Weight on Legs
dengmd007	GM21	Lift Chest with Arms
dengmd008	GM25	Roll Over/from back to side
dengmd009	GM23	Pull to Sit, No Head Lag
dengmd010	GM26	Sit No Support
dengmd011	GM77	Stand, Holding On
dengmd012	GM35	Pull to Stand
dengmd013	GM78	Get To Sitting 
dengmd014	GM33	Stand 2 Seconds
dengmd015	GM40	Stand 10 seconds
dengmd016	GM79	Stoop and Recover
dengmd017	GM43	Walk Well
dengmd018	GM48	Walk Backwards 
dengmd019	GM50	Runs
dengmd020	GM47	Walk Up Stairs 
dengmd021	GM55	Kick Ball Forward
dengmd022	GM59	Jump Up
dengmd023	GM44	Throw Ball Overhand
dengmd024	GM72	Long Jump
dengmd025		Balance each foot 1 second
dengmd026	GM61	Balance each foot 2 seconds
dengmd027	GM68	Hop
dengmd028		Balance each foot 3 seconds
dengmd029		Balance each foot 4 seconds
dengmd030		Balance each foot 5 seconds
dengmd031	GM71	Walk heel to toe
dengmd032	GM70	Balance each foot 6 seconds
denlgd001	REC55	Respond to Bell
denlgd002	EXP4	Vocalizes 
denlgd003	EXP6	Ooo / "Aah" 
denlgd004	EXP5	Laughs 
denlgd005	EXP54	Squeals 
denlgd006	REC6	Turn to Rattle Sound
denlgd007	REC9	Turn to Voice
denlgd008	EXP8	Single Syllables 
denlgd009	EXP55	Imitate Speech Sounds 
denlgd010	EXP10	Abba / Mama Nonspecific 
denlgd011	EXP13	Combine Syllables 
denlgd012	EXP56	Babbles 
denlgd013		dada/mama specific
denlgd014	EXP14	Say 1 Word 
denlgd015	EXP18	Say 2 Words 
denlgd016		Say 3 Words 
denlgd017	EXP23	Say 6 Words 
denlgd018	REC17	Point to Pictures (2) 
denlgd019	EXP26	Combine Words 
denlgd020	EXP22	Name Pictures (1)
denlgd021	REC24	Body Parts
denlgd022	REC21	Point to Pictures (4) 
denlgd023	EXP57	Speech Half Understandable
denlgd024		Name 4 pictures
denlgd025	REC23	Know Actions (2)
denlgd026	EXP58	Know Adjectives (2)
denlgd027	COG68	Name Color (1 or 4)
denlgd028	REC27	Use of two objects
denlgd029	COG70	Count 1 Block
denlgd030	REC27	Use of four objects
denlgd031	REC26	Know Actions (2) (4)
denlgd032	EXP33	Speech All-Understandable
denlgd033	REC42	Understand 4 Prepositions
denlgd034	EXP41	Name Color (4)
denlgd035	EXP59	Define 5 words
denlgd036		Knows adjectives (3)
denlgd037	COG79	Count 5 Blocks
denlgd038	EXP60	Opposites (2)
denlgd039	EXP59	Count blocks (5)
densld001		Regard face
densld002		Smile responsively
densld003		Smile spontaneously
densld004		Regard own hand
densld005		Work for toy
densld006		feed self
densld007	EXP11	Clapping game "pat a cake"
densld008	EXP9	Indicate Wants 
densld009		wave bye-bye
densld010	COG53	Play Ball with You 
densld011	COG65	Imitate Activities 
densld012		Drink from a cup
densld013		help in house
densld014		use spoon/fork
densld015		remove garment
densld016		feed doll
densld017		put on clothing
densld018		brush teeth with help
densld019		wash and dry hands
densld020		name friend
densld021		put on T-shirt
densld022		dress no help
densld023	COG71	Play Games 
densld024		brush teeth no help
densld025		prepare cereal
dmcfmd001		Watches a moving item in front of face
dmcfmd002		Reaches out for objects unsuccessfully
dmcfmd003		Reaches out and grasps objects
dmcfmd004		Picks up small objects in anyway
dmcfmd005		Picks up small objects using one hand rather than two
dmcfmd006		Picks grains
dmcfmd007		Holds a pen in anyway
dmcfmd008		Holds a pen between finger and thumb
dmcfmd009		Scribbles with a pen
dmcfmd010		Opens a door that requires pushing.
dmcfmd011		Opens a door by turning and pulling doorknob.
dmcgmd001		Holds head erect for a few minutes
dmcgmd002		Controls the head
dmcgmd003		Sits supported
dmcgmd004		Sits alone on the floor
dmcgmd005		Crawls
dmcgmd006		Stands when held up
dmcgmd007		Pulls self while holding on to object into a standing position
dmcgmd008		Stands holding on to furniture or object
dmcgmd009		Stands alone
dmcgmd010		Walks when held
dmcgmd011		Walks alone
dmcgmd012		Climbs onto a low chair
dmcgmd013		Climbs out of a low chair
dmcgmd014		Runs 
dmcgmd015		Jumps
dmcgmd016		Kicks football
dmcgmd017		Throws football
dmclgd001		Repeats vowels in strings e.g. aa aa aa
dmclgd002		Repeats syllables in strings e.g. ma ma ma
dmclgd003		Uses synonyms e.g. tamu tamu for sweet foods
dmclgd004		Uses onomatopes. These are words that describe sounds in a particular situation. E.g. mee for goat, boo for cow
dmclgd005		Uses gestures to communicate
dmclgd006		Uses one definite word
dmclgd007		Says more than three words
dmclgd008		Says more than ----- words (record the number of word the mother says)
dmclgd009		Uses two words combinations
dmclgd010		Identifies of familiar objects: record the number reported
dmclgd011		Names familiar objects: record the number reported
dmcsld001		Regards person: fleeting
dmcsld002		Follows moving person with eyes
dmcsld003		Smiles
dmcsld004		Vocalizes when talked to
dmcsld005		Visually recognises the mother
dmcsld006		Knows strangers from familiar people
dmcsld007		Reaches out for familiar people
dmcsld008		Goes happily with people he know
dmcsld009		Reacts to own name
dmcsld010		Watches others and plays next to them.
dmcsld011		Shows an interest in what others are doing.
dmcsld012		Joins other children in play
dmcsld013		Tries to help dress arms into a shirt or blouse.
dmcsld014		Undresses self
dmcsld015		Dresses self with minimal assistance
dmcsld016		Dresses self without any assistance.
dmcsld017		Takes liquids from cups when held to lips
dmcsld018		Drinks from a cup with assistance
dmcsld019		Can manage a cup well.
dmcsld020		Uses hands to feed self: spillage
dmcsld021		Uses hands to feed self: no spillage
dmcsld022		Uses spoon to feed self: spillage
dmcsld023		Uses spoon to feed self: no spillage
dmcsld024		Usually stays dry and clean for up to an hour
dmcsld025		Indicates when wet
dmcsld026		Usually says when pressed (wants to go for a short call).
dmcsld027		Bowel control complete, rarely dirty by day
gricgd001		Reacts to Paper I - Generalized physical movements
gricgd002		Hand goes to mouth
gricgd003		Shows energetic arm movements
gricgd004		Holds rod put in hand (see E7)
gricgd005		Reacts to Paper II - Vigouous head turning
gricgd006		Plays with own fingers
gricgd007		Resists withdrawal of rod
gricgd008		Claps cube put in hand
gricgd009		Reaches to Paper III - Pulls it away
gricgd010		Shows interest in box
gricgd011	COG30	(Performance) Holds 2 cubes.
gricgd012	FM15	(Performance) Takes cube or toy from table
gricgd013	FM21	(Performance) Passes toy from hand to hand
gricgd014		Drops one cube for third
gricgd015		Manipulates 2 objects at once
gricgd016		Reacts to Paper IV - Plays with, crumbles, etc.
gricgd017		Lifts inverted cup in search of toy
gricgd018		Rattles box
gricgd019		Lifts lid off box
gricgd020	FM23	(Performance) Clicks 2 bricks together
gricgd021		Tries to take cubes out of box
gricgd022		Finds toy under cup
gricgd023	COG37	(Performance) Accepts 3rd cube without dropping
gricgd024		Manipulates box, lid and cubes
gricgd201		Remove both cubes from box (shown)
gricgd202		Unwraps and finds toy
gricgd203		One circle board - 2 trials
gricgd204		Opens 2 boxes
gricgd205		Puts cubes in and out of boxes in play
gricgd206		Puts 2 cubes back into one box when encouraged to do so
gricgd207		Two circle board - one in
gricgd208		Square board - 2 trials
gricgd209		Two circle board - two in
gricgd210		Can put lid back on box
gricgd211	COG49	(Performance) Three hole board - one in.
gricgd212		Puts 2 cubes into box lid on - all complete
gricgd213		Circle and square board together
gricgd214		Three-hole board - two in
gricgd215	COG56	(Performance) Three-hole board - three in. 
gricgd216		Two circle board, rotated
gricgd217		Circle and square board rotated 
gricgd218		(credit as 2 items)
gricgd219		Assembles three boxes 
gricgd220		(credit as 2 items)
gricgd221		Can open screw toy 
gricgd222	COG46	(Performance) Can open screw toy (credit as two items)
gricgd223		Three-hole board, rotated 
gricgd224	COG60	(Performance) Three-hole board, rotated (credit as two items)
gricgd301		Reassembles screw toy
gricgd302		Returns 9 bricks to box and replaces lid within one minute
gricgd303		Four-squares board completed within one minute - 2 trials
gricgd304		Six-hole board completed within one minute - 2 trials
gricgd305		Four-squares board: (40 secs).
gricgd306		Six-hole board: (40 secs).
gricgd401		Returns 9 bricks to box and replaces lid within 40 seconds
gricgd402	FM52	(Performance) Builds bridge with 3 boxes - inferior model but still stands.
gricgd403		Assembles brick-boxes by colour - no error
gricgd404		Four-squares board: (15 secs)
gricgd405		Train under bridge successfully
gricgd406		Eleven-hole board (within 60 secs) Time taken (.....)
gricgd501		Six-hole board within (20 seconds)
gricgd502		Builds bridge - superior model
gricgd503		Pattern making no. 2 (60 seconds). Time taken (........)
gricgd504		Builds gate to model
gricgd505		Pattern making No. 2 (40 seconds)
gricgd506		Pattern making No.5 (60 seconds). (Time taken ....)
gricgd601		Eleven-hole board - within 40 seconds.
gricgd602		Pattern making No. 5 - within 40 seconds
gricgd603		Ten-brick Memory Stairs (Imitation)
gricgd604		Pattern making No. 3 - within 60 seconds (Time taken ....)
gricgd605		Returns 9 bricks to box and replaces lid in 20 seconds
gricgd606		Pattern making No. 4 - within 60 seconds
gricgd701		Pattern making No. 3 - within 40 sec.
gricgd702		Pattern making No. 4 - within 40 sec.
gricgd703		Four-squares board - within 7 seconds
gricgd704		Eleven-hole board - within 30 seconds
gricgd705		Pattern-making No. 2 - in 20 seconds
gricgd706		Pattern-making No. 3 - in 30 seconds.
gricgd801		Pattern-making No. 4 - within 30 sec
gricgd802		Six-hole board - within 10 seconds
gricgd803		Pattern-making No. 5 - within 20 seconds
gricgd804		Returns 9 bricks to box + lid - within 15 seconds
gricgd805		Pattern-making No. 2 - within 15 seconds
gricgd806		Pattern-making No. 3 - within 20 seconds
gricgd807		Pattern-making No. 4 - within 20 seconds
gricgd808		Pattern-making No. 5 - within 15 seconds
griehd001		Follows a moving light with the eyes
griehd002		Looks at ring or toy momentarily
griehd003		Follows a moving bell-ring - horizontally
griehd004		Follows a moving bell-ring - vertically
griehd005		Follows a bell-ring - vomed in a complete circle
griehd006		Glances from one object to another
griehd007		Watches objects pulled along by string
griehd008		Visually explores new environment
griehd009		Reaches for ring and grasps
griehd010		Secures dangling ring
griehd011		Hands explore table surface
griehd012		Plays with ring - shaking bells, banging, etc.
griehd013	COG25	(Eye and Hand Co-ordination) Looks for falling object
griehd014		Strikes one object with another
griehd015	FM18	(Eye and Hand Co-ordination) Forefinger and thumb partly specialized
griehd016	COG29	(Eye and Hand Co-ordination)  Secures ring by means of string on table surface
griehd017	FM24	(Eye and Hand Co-ordination) Fine prehension.
griehd018	COG41	(Eye and Hand Co-ordination) Dangles ring by the string
griehd019		Throws object
griehd020	FM22	(Eye and Hand Co-ordination) Thumb opposition complete.
griehd021	FM29	(Eye and Hand Co-ordination) Can point with index finger.
griehd022		Interest in motor car
griehd023	FM28	(Eye and Hand Co-ordination) Can hold pencil as if to mark on paper.
griehd024		Likes holding little toys 
griehd201		Uses pencil on paper a little 
griehd202		Shows preference for one hand
griehd203		Plays rolling a ball
griehd204		Can hold 4 cubes in hands at once
griehd205	COG39	(Eye and Hand Co-ordination) Plays pushing little cars along
griehd206		Places one box, lid or brick upon another
griehd207	FM31	(Eye and Hand Co-ordination)  Tower of 2 bricks - imitation..
griehd208	COG28	(Eye and Hand Co-ordination) Pulls paper or cloth to get toy
griehd209	FM30	(Eye and Hand Co-ordination) Scribbles more freely, and deliberately.
griehd210		Constructive play with boxes or other materials 
griehd211	COG53	(Eye and Hand Coordination) Constructive play with boxes or other materials (credit as 2 items)
griehd212		Builds tower of 3 bricks
griehd213		Can throw a ball 
griehd214	GM44	(Eye and hand) Can throw a ball
griehd215		Tower of 4+ bricks
griehd216		Enjoys vigourous scribble
griehd217		Can pour water from one cup to another 
griehd218		Tower of 5+ bricks 
griehd219	FM43	(Eye and Hand Co-ordination) Circular scribble in imitation
griehd220		Makes train of 3+ bricks 
griehd221		(Credit as 2 items)
griehd222		Makes a brick or toy walk
griehd223	FM38	(Eye and Hand Co-ordination) Tower of 6 or 7 bricks.
griehd224	FM41	(Eye and Hand Co-ordination) Draws a perpendicular stroke or line (in imitation)  
griehd301	FM40	(Eye and Hand Co-ordination) Draws a horizontal stroke in imitation
griehd302		Threads 6 beads
griehd303	FM54	(Eye and Hand Co-ordination) Builds a tower of 8+ bricks.
griehd304		Handles scissors - tries to cut paper (4 inch square)
griehd305		Copies a circle - primitive model. Stage I.
griehd306	FM61	(Eye and Hand Co-ordination) Copies a cross -recognisable. Stage I
griehd401		Folds a four-inch square of paper once (i.e. in half)
griehd402		Threads 12+ beads (not by pattern)
griehd403	FM51	(Eye and Hand Co-ordination) Can cut square into two fairly equal pieces.
griehd404		Folds a four-inch square twice
griehd405		Copies a 'ladder'. Stage I.
griehd406		Draws a 'man' recognisable. Stage I.
griehd501		Copies a cross - good shape and well drawn. Stage II
griehd502		Copies circle - good shape - neatly closed. Stage II
griehd503	FM66	(Eye and Hand Co-ordination) Draws a square - recognizable. Stage 1 
griehd504		Window - recognizable. Stage I
griehd505		House. Stage I
griehd506	FM55	(Eye and Hand c-ordination) Scissors: can strip edge of paper neatly
griehd601		Threads 12 beads to colour pattern
griehd602		Triangle - fairly good (Stage A)
griehd603		Draws a man (Stage II)
griehd604		Makes 3 + letters
griehd605		Can write or print own forst name
griehd606		Draws a house (Stage II)
griehd701		Copies a square (Stage II) - good shape and drawing
griehd702		Ladder (Stage II)
griehd703		Draws diamond (Stage A) - recognizable
griehd704		Draws triangle - good shape - neatly drawn. (Stage B)
griehd705		Can write figures to 9 - correctly
griehd706		Can write full name
griehd801		Makes 10 + letters
griehd802		Window (Stage II)
griehd803		Draws a man (Stage III)
griehd804		Diamond - good shape - neatly drawn, etc. (Stage B) - credit as two items
griehd805		no test item
griehd806		Makes 24+ letters
griehd807		House - very good (Stage III) (credit as 2 items)
griehd808		no test item
grigmd001		Pushes with feet against Examiner's hands
grigmd002		Lifts head when in prone position
grigmd003	GM4	Hold head erect for a few seconds
grigmd004		Kicks vigourously
grigmd005		Lifts head when in dorsal position
grigmd006		Back firm when held in siting position
grigmd007		Lifts head and chest when prone
grigmd008		Can hold head erect continuously
grigmd009		Lifts head and shoulders when in dorsal position
grigmd010		Can roll from side to side
grigmd011		Crawling Reaction I: Draws up knee
grigmd012	GM19	(Locomotor) Sits with slight support.
grigmd013	GM25	(Locomotor) Can roll from back to stomach, etc.
grigmd014		Crawling Reaction II: Tries vigorously to crawl
grigmd015	GM22	(Locomotor) Sits alone for a short time
grigmd016	GM29	(Locomotor) Stepping reaction - one foot in front of the other
grigmd017	GM27	(Locomotor) Can be left sitting on the floor.
grigmd018		Stands when held up
grigmd019		Crawling Reaction III: Makes some progress forwards or backwards 
grigmd020		Sits well in a chair
grigmd021	GM35	(Locomotor) Pulls self up and stands holding on to furniture.
grigmd022	GM34	(Locomotor) Crawling Reaction IV: Creeps on hands and knees
grigmd023	GM38	(Locomotor) Side-steps around inside cot or play-pen holding rails.
grigmd024	GM37	(Locomotor) Can walk when led.
grigmd201		Climbs on a low ledge or step
grigmd202	GM40	(Locomotor) Stands alone 
grigmd203	GM42	(Locomotor) Takes a few steps alone
grigmd204		Kneels on floor or chair
grigmd205		Climbs - stairs (up)
grigmd206		Likes pushing pram, toy horse, etc.
grigmd207	GM43	(Locomotor) Walks alone well
grigmd208	GM45	(Locomotor) Stoops.
grigmd209		Develops a quick trot
grigmd210		Climbs into a low armchair
grigmd211	GM48	(Locomotor) Can walk backwards a few steps
grigmd212		Walks pulling toy on a string
grigmd213		Climbs stairs (up and down)
grigmd214	GM50	(Locomotor) Runs
grigmd215		Jumps (on the level floor)
grigmd216		Climbs to stand on a chair
grigmd217	GM47	(Locomotor) Walks upstairs- holding adult's hand
grigmd218		Can seat self at table
grigmd219	GM49	(Locomotor) Walks up and down stairs.
grigmd220	GM55	(Locomotor) Can kick a ball.
grigmd221	GM54	(Locomotor) Can jump off a step
grigmd222	GM58	(Locomotor) Goes alone on the stairs (any method)
grigmd223		Throws ball into basket 
grigmd224		Can bring chair and seat self at table
grigmd301		Jumps off one step- both feet together
grigmd302	GM69	(Locomotor) Can stand on one foot - for 6+ seconds
grigmd303		Rises from kneeling without using hands
grigmd304		Can cross both feet and knees when seated
grigmd305	GM62	(Locomotor) Can stand and walk tip-toe (6+ steps)
grigmd306	GM64	(Locomotor) Walks upstairs: one foot on each step, adult manner.
grigmd401		Can run fast (indoors)
grigmd402		Can ride a tricycle or other pedal toy
grigmd403		Marches in time to music
grigmd404		Walks a chalkline - 4 ft
grigmd405	GM68	(Locomotor) Can hop on one foot - 3+ steps
grigmd406		Jumps off 2 steps
grigmd501		Can run to kick ball
grigmd502	GM67	(Locomotor) Walks downstairs: one foot on each step, adult manner.
grigmd503		Touches toes with knees straight
grigmd504		Jumps a 6 in. high rope - both feet together
grigmd505		Can climb on and off a box unaided
grigmd506		Can run upstairs
grigmd601		Can bounce and catch a ball
grigmd602		Can run fast out of doors
grigmd603		Can throw a ball up about 2 ft. and catch it
grigmd604		Can hopskip 4+
grigmd605		Can jump off 3 steps
grigmd606		Hopscotch I (one successful hop)
grigmd701		Jumos a 10 in. high rope, both feet together
grigmd702		Hopskips more freely: 12 +
grigmd703		Hopscotch II (2 successful hops - second foot up)
grigmd704		Can run, with steady trot, all round playground
grigmd705		Can skip a little with rope, 3+ skips
grigmd706		Hopscotch III (3 hops - with second foot up)
grigmd801		Runs - downstairs
grigmd802		Can jump off 4+ stairs
grigmd803		Rides a bicycle (2-wheeler) short distance
grigmd804		Hopscotch IV (4 hops - with one foot up)
grigmd805		Fast single skipping with rope
grigmd806		Skips well 12 + ordinary double skipping
grigmd807		Hopskips some distance - out-of-doors
grigmd808		Rides a 2-wheeler with competence
grihsd001		Startled by sounds
grihsd002	EXP4	vocalisation other than crying
grihsd003		Listens to bell (softly rung)
grihsd004		Searches for sound with eyes
grihsd005	EXP8	(Hearing and Speech) Makes 2 + different speech sounds
grihsd006		Listens to music
grihsd007		Searches for sound with head movements
grihsd008		Listens to tuning fork
grihsd009	REC6	(Hearing and Speech)Turns head deliberately to bell
grihsd010		Coos or stops crying on hearing music
grihsd011	EXP12	Talks (babbles) to person
grihsd012		Makes 4+ different sounds.
grihsd013		Responds when called
grihsd014	EXP10	2 syllable babble
grihsd015		Listens to conversations
grihsd016	EXP13	(Hearing and Speech) Babbled phrases: 4 + syllables
grihsd017	EXP14	(Hearing and Speech) Says Mama or Dada, etc. (one word clear)
grihsd018		Listens to stop watch
grihsd019	COG31	(Hearing and Speech) Rings the bell
grihsd020		Shakes head for no
grihsd021	EXP18	says 2 clear words
grihsd022		Short babbled sentences of 6+ syllables
grihsd023		Babbled monologue when alone
grihsd024		Says three clear words
grihsd201		Looks at pictures for a sew seconds
grihsd202		Tries definitely to sing
grihsd203	REC9	(Hearing and Speech)Knows own name.
grihsd204		Likes rhymes and jingles
