item	instrument	domain	mode	number	equate	label
by2pdd068	by2	pd	d	068	GM46	Stands up II
by2pdd069	by2	pd	d	069	GM49	Walks down stairs with help
by2pdd070	by2	pd	d	070		Grasp pencil at Middle
by2pdd071	by2	pd	d	071	GM53	Walks sideways  
by2pdd072	by2	pd	d	072	GM51	Stands on right foot with help
by2pdd073	by2	pd	d	073	GM52	Stands on left foot with help
by2pdd074	by2	pd	d	074	FM37	Uses pads of fingertips to grasp pencil
by2pdd075	by2	pd	d	075	FM39	Uses hand to hold paper in place
by2pdd076	by2	pd	d	076	FM33	Places 10 pellets in bottle (60 seconds)
by2pdd077	by2	pd	d	077	GM50	Runs with coordination
by2pdd078	by2	pd	d	078		Jumps off floor (both feet)
by2pdd079	by2	pd	d	079	GM57	Walks up stairs alone, placing both feet on each step
by2pdd080	by2	pd	d	080	GM58	Walks down stairs alone, placing both feet on each step
by2pdd081	by2	pd	d	081	GM54	Jumps from bottom step
by2pdd082	by2	pd	d	082	GM60	Stands alone on right foot
by2pdd083	by2	pd	d	083	GM61	Stands alone on left foot
by2pdd084	by2	pd	d	084	GM56	Walks forward on line
by2pdd085	by2	pd	d	085	GM63	Walks backwards close to line
by2pdd086	by2	pd	d	086	GM55	Swings leg to kick ball
by2pdd087	by2	pd	d	087	GM59	Jumps distance of 4 inches
by2pdd088	by2	pd	d	088	FM45	Laces 3 beads
by2pdd089	by2	pd	d	089	GM62	Walks on tiptoe for 4 steps
by2pdd090	by2	pd	d	090		Grasps pencil at nearest end
by2pdd091	by2	pd	d	091	FM46	Imitates hand movements
by2pdd092	by2	pd	d	092	FM49	Tactilely discriminates shapes
by2pdd093	by2	pd	d	093		Manipulates pencil in hand
by3cgd003	by3	cg	d	003		Regards 3 sec
by3cgd004	by3	cg	d	004		Habituates rattle
by3cgd005	by3	cg	d	005		Discriminates between obj
by3cgd006	by3	cg	d	006		Recog caregiver
by3cgd007	by3	cg	d	007		Becomes excited antic
by3cgd008	by3	cg	d	008		Regards object 5 sec
by3cgd009	by3	cg	d	009		Reacts disappear face
by3cgd010	by3	cg	d	010		Shifts attention
by3cgd011	by3	cg	d	011		Shows visual pref
by3cgd012	by3	cg	d	012		Habituates to object
by3cgd013	by3	cg	d	013		Prefers novel obj
by3cgd014	by3	cg	d	014		Habituates pict - balloons
by3cgd015	by3	cg	d	015		Prefers novel pict
by3cgd016	by3	cg	d	016		Explores object
by3cgd017	by3	cg	d	017		Carries object to mouth
by3cgd018	by3	cg	d	018		Inspects own hand
by3cgd019	by3	cg	d	019		Mirror Image Series: Approaches
by3cgd020	by3	cg	d	020		Responds to surroundings; awareness of novelty
by3cgd021	by3	cg	d	021		Persistent reach
by3cgd022	by3	cg	d	022		Mirror Image Series: Responds positively
by3cgd023	by3	cg	d	023		Plays with string
by3cgd024	by3	cg	d	024		Bangs in play
by3cgd025	by3	cg	d	025		Searches for fallen object
by3cgd026	by3	cg	d	026		Bell Series: Manipulates
by3cgd027	by3	cg	d	027		Picks Up Block Series: Reaches for second block
by3cgd028	by3	cg	d	028		Pulls cloth to obtain object
by3cgd029	by3	cg	d	029		Pulls string adaptively
by3cgd030	by3	cg	d	030		Retains both blocks
by3cgd031	by3	cg	d	031		Bell Series: Rings purposely
by3cgd032	by3	cg	d	032		Looks at pictures
by3cgd033	by3	cg	d	033		Picks Up Block Series: Retains 2 of 3 blocks
by3cgd034	by3	cg	d	034		Searches for missing objects
by3cgd035	by3	cg	d	035		Takes blocks out of cup
by3cgd036	by3	cg	d	036		Block Series: 1 Block
by3cgd037	by3	cg	d	037		Picks up Block Series: 3 blocks
by3cgd038	by3	cg	d	038		Explores holes in pegboard
by3cgd039	by3	cg	d	039		Pushes car
by3cgd040	by3	cg	d	040		Finds hidden object
by3cgd041	by3	cg	d	041		Suspends ring
by3cgd042	by3	cg	d	042		Removes pellet
by3cgd043	by3	cg	d	043		Clear Box: Front
by3cgd044	by3	cg	d	044		Squeezes object
by3cgd045	by3	cg	d	045		Finds hidden object (Reversed)
by3cgd046	by3	cg	d	046		Removes lid from bottle
by3cgd047	by3	cg	d	047		Pegboard Series: 2 holes
by3cgd048	by3	cg	d	048		Relational Play Series: Self
by3cgd049	by3	cg	d	049		Pink Board Series: 1 piece
by3cgd050	by3	cg	d	050		Finds hidden object (Visible Displacement)
by3cgd051	by3	cg	d	051		Blue Board Series: 1 piece
by3cgd052	by3	cg	d	052		Clear Box: Sides
by3cgd053	by3	cg	d	053		Relational Play Series: Others
by3cgd054	by3	cg	d	054		Block Series: 9 Blocks
by3cgd055	by3	cg	d	055		Pegboard Series: 6 Pegs
by3cgd056	by3	cg	d	056		Pink Board Series: Completes
by3cgd057	by3	cg	d	057		Uses pencil to obtain object
by3cgd058	by3	cg	d	058		Blue Board Series: 4 Pieces
by3cgd059	by3	cg	d	059		Attends to story
by3cgd060	by3	cg	d	060		Rotated pink board
by3cgd061	by3	cg	d	061		Object assembly (Ball)
by3cgd062	by3	cg	d	062		Completes Pegboard: 25 Seconds
by3cgd063	by3	cg	d	063		Object assembly (Ice Cream Cone)
by3cgd064	by3	cg	d	064		Matches pictures
by3cgd065	by3	cg	d	065		Representational play
by3cgd066	by3	cg	d	066		Blue Board Series: Completes (75 seconds)
by3cgd067	by3	cg	d	067		Imitates a two-step action.
by3cgd068	by3	cg	d	068		Matches 3 colors
by3cgd069	by3	cg	d	069		Imaginary play
by3cgd070	by3	cg	d	070		Understands concept of one
by3cgd071	by3	cg	d	071		Multischeme combination play
by3cgd072	by3	cg	d	072		Concept Grouping: colour
by3cgd073	by3	cg	d	073		Concept Grouping: Size
by3cgd074	by3	cg	d	074		Compares masses
by3cgd075	by3	cg	d	075		Matches size
by3cgd076	by3	cg	d	076		Discriminates pictures
by3cgd077	by3	cg	d	077		Simple pattern
by3cgd078	by3	cg	d	078		Sorts pegs by colour
by3cgd079	by3	cg	d	079		Counts (One-to-one correspondence)
by3cgd080	by3	cg	d	080		Discriminates size
by3cgd081	by3	cg	d	081		Identifies 3 incomplete pictures
by3cgd082	by3	cg	d	082		Object assembly (Dog)
by3cgd083	by3	cg	d	083		Discriminates patterns
by3cgd084	by3	cg	d	084		Spatial memory
by3cgd085	by3	cg	d	085		Counts (Cardinally)
by3cgd086	by3	cg	d	086		Number constancy
by3cgd087	by3	cg	d	087		Laces card
by3cgd088	by3	cg	d	088		Classifies objects
by3cgd089	by3	cg	d	089		Understands concept of more
by3cgd090	by3	cg	d	090		Repeats number sequences
by3cgd091	by3	cg	d	091		Completes patterns
by3exd001	by3	ex	d	001		Undifferentiated throaty sounds
by3exd002	by3	ex	d	002		Social smile
by3exd003	by3	ex	d	003		Vocalizes mood
by3exd004	by3	ex	d	004		Undifferentiated nasal sounds
by3exd005	by3	ex	d	005		Social vocalization or laughing
by3exd006	by3	ex	d	006		2 Vowel sounds
by3exd007	by3	ex	d	007		Gets attention
by3exd008	by3	ex	d	008		2 Consonant sounds
by3exd009	by3	ex	d	009		Uses gestures
by3exd010	by3	ex	d	010		Consonant-Vowel Combination Series: 1 Combination
by3exd011	by3	ex	d	011		Participates in play routine
by3exd012	by3	ex	d	012		Jabbers expressively
by3exd013	by3	ex	d	013		Consonant-Vowel Combination Series: 4 Combination
by3exd014	by3	ex	d	014		Uses one-word approximations
by3exd015	by3	ex	d	015		Directs attention of other
by3exd016	by3	ex	d	016		Imitates word
by3exd017	by3	ex	d	017		Initiates play interaction
by3exd018	by3	ex	d	018		Uses Words Appropriately Series: 2 words
by3exd019	by3	ex	d	019		Uses word to make wants known
by3exd020	by3	ex	d	020		Names Object Series: 1 Object
by3exd021	by3	ex	d	021		Combines word and gesture
by3exd022	by3	ex	d	022		Names Picture Series: 1 Picture
by3exd023	by3	ex	d	023		Uses Words Appropriately Series: 8 words
by3exd024	by3	ex	d	024		Answers yes or no verbally in response to questions
by3exd025	by3	ex	d	025		Imitates a two-word utterance
by3exd026	by3	ex	d	026		Uses a two-word utterance
by3exd027	by3	ex	d	027		Names Object Series: 3 Object
by3exd028	by3	ex	d	028		Names Picture Series: 5 Pictures
by3exd029	by3	ex	d	029		Uses multiple-word utterances
by3exd030	by3	ex	d	030		Uses pronouns
by3exd031	by3	ex	d	031		Names Action Picture Series: 1 Picture
by3exd032	by3	ex	d	032		Poses multiple-word questions
by3exd033	by3	ex	d	033		Makes a contingent utterance
by3exd034	by3	ex	d	034		Uses verb +ing
by3exd035	by3	ex	d	035		Names Action Picture Series: 3 Pictures
by3exd036	by3	ex	d	036		Uses different word combinations
by3exd037	by3	ex	d	037		Names Action Picture Series: 5 Pictures
by3exd038	by3	ex	d	038		Uses plurals
by3exd039	by3	ex	d	039		Answers what or where questions
by3exd040	by3	ex	d	040		Uses possessives
by3exd041	by3	ex	d	041		Names 4 colours
by3exd042	by3	ex	d	042		Answers questions logically (Related to functions)
by3exd043	by3	ex	d	043		Tells how an object is used
by3exd044	by3	ex	d	044		Uses prepositions
by3exd045	by3	ex	d	045		Uses present progressive form
by3exd046	by3	ex	d	046		Describes Pictures Series: Uses 4-5 word sentences
by3exd047	by3	ex	d	047		Describes Pictures Series: Uses past tense
by3exd048	by3	ex	d	048		Describes Pictures Series: Uses future tense
by3fmd001	by3	fm	d	001		Hands are fisted
by3fmd002	by3	fm	d	002		Eyes follow  moving person
by3fmd003	by3	fm	d	003		Eyes follow ring horizontal
by3fmd004	by3	fm	d	004		Eyes follow ring vertical
by3fmd005	by3	fm	d	005		Attempts to bring hand to mouth
by3fmd006	by3	fm	d	006		Retains ring
by3fmd007	by3	fm	d	007		Eyes follow ring circular
by3fmd008	by3	fm	d	008		Head follow ring
by3fmd009	by3	fm	d	009		Eyes follow rolling ball
by3fmd010	by3	fm	d	010		Keeps hand open
by3fmd011	by3	fm	d	011		Rotates wrist
by3fmd012	by3	fm	d	012		Grasps suspended ring
by3fmd013	by3	fm	d	013		Blocks series reaches for block
by3fmd014	by3	fm	d	014		Touches block
by3fmd015	by3	fm	d	015		Block Series: Whole hand grasp
by3fmd016	by3	fm	d	016		Reaches unilaterally
by3fmd017	by3	fm	d	017		Food Pellet Series: Raking grasp
by3fmd018	by3	fm	d	018		Block Series: Partial thumb opposition
by3fmd019	by3	fm	d	019		Transfers ring
by3fmd020	by3	fm	d	020		Food Pellet Series: Whole hand grasp
by3fmd021	by3	fm	d	021		Transfers block
by3fmd022	by3	fm	d	022		Block Series: Thumb-fingertip grasp
by3fmd023	by3	fm	d	023		Brings spoons or blocks to midline
by3fmd024	by3	fm	d	024		Food Pellet Series: Partial thumb opposition
by3fmd025	by3	fm	d	025		Lifts cup by the handle
by3fmd026	by3	fm	d	026		Food Pellet Series: Thumb-fingertip grasp
by3fmd027	by3	fm	d	027		Turns pages of books
by3fmd028	by3	fm	d	028		Grasp series: Palmar grasp
by3fmd029	by3	fm	d	029		Isolates extended ring finger
by3fmd030	by3	fm	d	030		Scribbles spontaneously
by3fmd031	by3	fm	d	031		Block Stacking Series: 2 blocks
by3fmd032	by3	fm	d	032		Imitates Stroke Series: Random
by3fmd033	by3	fm	d	033		Places 10 pellets in bottle (60 seconds)
by3fmd034	by3	fm	d	034		Grasp series: Transitional grasp
by3fmd035	by3	fm	d	035		Coins in slot
by3fmd036	by3	fm	d	036		Connecting Blocks: Apart
by3fmd037	by3	fm	d	037		Grasp Series: Intermediate (Tripod) grasp
by3fmd038	by3	fm	d	038		Block stacking Series: 6 blocks
by3fmd039	by3	fm	d	039		Uses hand to hold paper in place
by3fmd040	by3	fm	d	040		Imitates Strokes Series: Horizontal
by3fmd041	by3	fm	d	041		Imitates Strokes Series: Vertical
by3fmd042	by3	fm	d	042		Connecting Blocks: Together
by3fmd043	by3	fm	d	043		Imitates Strokes Series: Circular
by3fmd044	by3	fm	d	044		Builds train of blocks
by3fmd045	by3	fm	d	045		Strings 3 blocks
by3fmd046	by3	fm	d	046		Imitates hand movements
by3fmd047	by3	fm	d	047		Snips paper
by3fmd048	by3	fm	d	048		Grasp Series: Dynamic grasp
by3fmd049	by3	fm	d	049		Tactilely discriminates shapes
by3fmd050	by3	fm	d	050		Builds wall
by3fmd051	by3	fm	d	051		Cuts paper
by3fmd052	by3	fm	d	052		Builds bridge
by3fmd053	by3	fm	d	053		Imitates plus sign
by3fmd054	by3	fm	d	054		Block stacking Series: 8 blocks
by3fmd055	by3	fm	d	055		Cuts on line
by3fmd056	by3	fm	d	056		Builds T
by3fmd057	by3	fm	d	057		Buttons 1 button
by3fmd058	by3	fm	d	058		Builds steps
by3fmd059	by3	fm	d	059		Traces designs
by3fmd060	by3	fm	d	060		Imitates square
by3fmd061	by3	fm	d	061		Copies plus sign
by3fmd062	by3	fm	d	062		Tapbs fingers
by3fmd063	by3	fm	d	063		Places 20 pellets in bottle
by3fmd064	by3	fm	d	064		Cuts circle
by3fmd065	by3	fm	d	065		Cuts square
by3fmd066	by3	fm	d	066		Copies square
by3gmd005	by3	gm	d	005		Turns head to side
by3gmd006	by3	gm	d	006		Makes crawling movements
by3gmd007	by3	gm	d	007		Controls head in dorsal suspension
by3gmd008	by3	gm	d	008		Controls head in ventral suspension
by3gmd009	by3	gm	d	009		Controls head while upright Series: 15 seconds
by3gmd010	by3	gm	d	010		Holds head in midline
by3gmd011	by3	gm	d	011		Holds head upright while carried
by3gmd012	by3	gm	d	012		Controls head while prone Series: 45 degrees
by3gmd013	by3	gm	d	013		Rights head
by3gmd014	by3	gm	d	014		Rolls from side to back
by3gmd015	by3	gm	d	015		Elevates trunk while Prone Series: Elbows and forearms
by3gmd016	by3	gm	d	016		Sits with Support Series: Briefly
by3gmd017	by3	gm	d	017		Controls head while prone Series: 90 degrees
by3gmd018	by3	gm	d	018		Elevates trunk while prone
by3gmd019	by3	gm	d	019		Sits with Support Series: 30 seconds
by3gmd020	by3	gm	d	020		Rolls from back to sides
by3gmd021	by3	gm	d	021		Elevates Trunk while Prone Series: Extended arms
by3gmd022	by3	gm	d	022		Sits with Support Series: 5 seconds
by3gmd023	by3	gm	d	023		Pulls up to sit
by3gmd024	by3	gm	d	024		Grasps foot with hands
by3gmd025	by3	gm	d	025		Rolls from back to stomach
by3gmd026	by3	gm	d	026		Sits without Support Series: 30 seconds
by3gmd027	by3	gm	d	027		Sits without support and holds objects
by3gmd028	by3	gm	d	028		Rotates trunk while seated
by3gmd029	by3	gm	d	029		Makes stepping movements
by3gmd030	by3	gm	d	030		Crawls Series: On stomach
by3gmd031	by3	gm	d	031		Crawls Series: Crawl position
by3gmd032	by3	gm	d	032		Moves from sitting to hands and knees
by3gmd033	by3	gm	d	033		Supports weight
by3gmd034	by3	gm	d	034		Crawls Series: Crawl movement
by3gmd035	by3	gm	d	035		Raises self to standing position
by3gmd036	by3	gm	d	036		Bounces while standing
by3gmd037	by3	gm	d	037		Walks Series: With support
by3gmd038	by3	gm	d	038		Walks sideways with support
by3gmd039	by3	gm	d	039		Sits down with control
by3gmd040	by3	gm	d	040		Stands alone
by3gmd041	by3	gm	d	041		Stands up Series: Alone
by3gmd042	by3	gm	d	042		Walks Series: Alone
by3gmd043	by3	gm	d	043		Walks Series: Alone with coordination
by3gmd044	by3	gm	d	044		Throws ball
by3gmd045	by3	gm	d	045		Squats without support
by3gmd046	by3	gm	d	046		Stands up Series: Mature
by3gmd047	by3	gm	d	047		Walks Up Stairs Series: Both feet on each step, with support.
by3gmd048	by3	gm	d	048		Walks backward 2 steps
by3gmd049	by3	gm	d	049		Walks Down Stairs Series: Both feet on each step, with support
by3gmd050	by3	gm	d	050		Runs with coordination
by3gmd051	by3	gm	d	051		Balances on Right Foot Series: With support
by3gmd052	by3	gm	d	052		Balances on Left Foot Series: With support
by3gmd053	by3	gm	d	053		Walks sideways without support
by3gmd054	by3	gm	d	054		Jumps from bottom step
by3gmd055	by3	gm	d	055		Kicks ball
by3gmd056	by3	gm	d	056		Walks forward on path
by3gmd057	by3	gm	d	057		Walks Up Stairs Series: Both feet on each step, alone.
by3gmd058	by3	gm	d	058		Walks Down Stairs Series: Both feet on each step, alone
by3gmd059	by3	gm	d	059		Jumps Forward Series: 4 inches
by3gmd060	by3	gm	d	060		Balances on right Foot Series: 2 seconds, alone
by3gmd061	by3	gm	d	061		Balances on Left Foot Series: 2 seconds, alone
by3gmd062	by3	gm	d	062		Walks on tiptoes 4 steps
by3gmd063	by3	gm	d	063		Walks backward close to path
by3gmd064	by3	gm	d	064		Walks Up Stairs Series: Alternating feet, alone
by3gmd065	by3	gm	d	065		Imitates postures
by3gmd066	by3	gm	d	066		Stops from a full run
by3gmd067	by3	gm	d	067		Walks Down Stairs Series: Alternating feet, alone
by3gmd068	by3	gm	d	068		Hops 5 feet
by3gmd069	by3	gm	d	069		Balances on Right Foot Series: 8 seconds, alone
by3gmd070	by3	gm	d	070		Balances on Left Foot Series: 8 seconds, alone
by3gmd071	by3	gm	d	071		Walks heel to toe
by3gmd072	by3	gm	d	072		Jumps Forward Series: 24 inches
by3red001	by3	re	d	001		Regards person momentarily
by3red002	by3	re	d	002		Tolerates attention
by3red003	by3	re	d	003		Calms when spoken to
by3red004	by3	re	d	004		Reacts to sound in environment
by3red005	by3	re	d	005		Responds to voice
by3red006	by3	re	d	006		Searches with head turn
by3red007	by3	re	d	007		Discriminates sounds
by3red008	by3	re	d	008		Sustained play with objects
by3red009	by3	re	d	009		Responds to name
by3red010	by3	re	d	010		Interrupts activity
by3red011	by3	re	d	011		Recognizes 2 familiar words
by3red012	by3	re	d	012		Responds to no-no
by3red013	by3	re	d	013		Attends to other's play routine
by3red014	by3	re	d	014		Responds to request for social routines
by3red015	by3	re	d	015		Identifies Object Series: 1 correct
by3red016	by3	re	d	016		Identifies object in the environment
by3red017	by3	re	d	017		Identifies Picture Series: 1 correct
by3red018	by3	re	d	018		Understands inhibitory words
by3red019	by3	re	d	019		Identifies Object Series: 3 correct
by3red020	by3	re	d	020		Follows one-part directions
by3red021	by3	re	d	021		Identifies Picture Series: 3 Correct
by3red022	by3	re	d	022		Identifies 3 clothing items
by3red023	by3	re	d	023		Identifies Action Picture Series: 1 correct
by3red024	by3	re	d	024		Identifies 5 parts of the body
by3red025	by3	re	d	025		Follows two-part directions
by3red026	by3	re	d	026		Identifies Action Picture Series: 3 correct
by3red027	by3	re	d	027		Understands use of objects
by3red028	by3	re	d	028		Understands part/whole relationships
by3red029	by3	re	d	029		Identifies Action Picture Series: 5 correct
by3red030	by3	re	d	030		Understands pronouns (him, me, my, you, your)
by3red031	by3	re	d	031		Understands labels for sizes
by3red032	by3	re	d	032		Understands Preposition Series: 2 correct
by3red033	by3	re	d	033		Understands possessives
by3red034	by3	re	d	034		Understands verb +ing
by3red035	by3	re	d	035		Identifies colours
by3red036	by3	re	d	036		Understands label of one
by3red037	by3	re	d	037		Understands pronouns (they, he, she)
by3red038	by3	re	d	038		Understands pronouns (his, her)
by3red039	by3	re	d	039		Understands plurals
by3red040	by3	re	d	040		Understands more
by3red041	by3	re	d	041		Understands most
by3red042	by3	re	d	042		Understands Preposition Series: 4 correct
by3red043	by3	re	d	043		Understands negatives in sentences
by3red044	by3	re	d	044		Understands past tense
by3red045	by3	re	d	045		Understands labels for mass
by3red046	by3	re	d	046		Understands least
by3red047	by3	re	d	047		Understands less
by3red048	by3	re	d	048		Understands descriptive labels
by3red049	by3	re	d	049		Identifies categories of objects
croclc001	cro	cl	c	001		Does the child look at a person when that person starts talking or making noise? 
croclc002	cro	cl	c	002		Does the child follow a moving person or object with his/her eyes? 
croclc003	cro	cl	c	003		Does the child make different sounds when happy, upset, or hungry? 
croclc004	cro	cl	c	004		Does the child show interest in new objects that are put in front of him/her by reaching out for them?
croclc005	cro	cl	c	005		Does the child show interest in new objects by trying to put them in his/her mouth? 
croclc006	cro	cl	c	006		Does the child laugh? 
croclc007	cro	cl	c	007		Does the child play by tapping an object on the ground or a table? 
croclc008	cro	cl	c	008		Does the child look for an object of interest when it is removed from sight or hidden from him/her (e.g., put under a cover, behind another object)? 
croclc009	cro	cl	c	009		Can the child make simple sounds like "ba," "da," or "do?" 
croclc010	cro	cl	c	010		Does the child look at an object when someone says "look!" and points to it? 
croclc011	cro	cl	c	011		Does the child intentionally move or change his/her position to get objects that are out of reach? 
croclc012	cro	cl	c	012		When you talk to the child, does he/she respond by making a sound (e.g., "ba," "da," or "do") or by saying a word? 
croclc013	cro	cl	c	013		Does the child recognize his/her name or nickname? That is, does he/she respond differently to his/her name than to other sounds or words?
croclc014	cro	cl	c	014		Does the child recognize you or other family members (e.g., smile when they enter a room or move toward them)? 
croclc015	cro	cl	c	015		Can the child use gestures to indicate what he/she wants (e.g., put arms up to indicate that he/she wants to be held, or point to water)? 
croclc016	cro	cl	c	016		Can the child answer simple questions (e.g., "Do you want water?") by saying "yes" or "no", rather than nodding? 
croclc017	cro	cl	c	017		Can the child point to a person or object when asked (e.g., "Where is mama?" or "Where is the ball?")? 
croclc018	cro	cl	c	018		Does the child try to repeat sounds or words said by other people? 
croclc019	cro	cl	c	019		Does the child imitate animal or other sounds (e.g., "vroom" for a car, "moo" for a cow)? 
croclc020	cro	cl	c	020		Can the child follow simple directions (e.g., "Stand up" or "Come here")? 
croclc021	cro	cl	c	021		Can the child say one or more words (e.g., names like "Mama" or "ba" for "ball")? 
croclc022	cro	cl	c	022		Can the child figure out how to turn a spoon or object if you give it to him/her the wrong way around? 
croclc023	cro	cl	c	023		Can the child say five or more separate words (e.g., names like "Mama" or objects like "ball")? 
croclc024	cro	cl	c	024		Can the child speak using short sentences of two words that go together (e.g., "Mama go" or "Dada eat")?
croclc025	cro	cl	c	025		Can the child ask for something (e.g., food, water) by name when he/she wants it?
croclc026	cro	cl	c	026		Can the child follow orders or instructions that have more than one part (e.g., Go get water and go to bed)?
croclc027	cro	cl	c	027		Can the child say ten or more separate words (e.g., names like "Mama" or objects like "ball")? 
croclc028	cro	cl	c	028		Can the child correctly name at least one family member other than mom and dad (e.g., name of brother, sister, aunt, uncle)? 
croclc029	cro	cl	c	029		Can the child speak using sentences of three or more words that go together (e.g., "I want water" or "The house is big")? 
croclc030	cro	cl	c	030		Does the child maintain attention for at least one minute when an adult is talking? 
croclc031	cro	cl	c	031		Can the child correctly use any of the words "I," "you," "she," or "he" (e.g., "I go to store," or "He eats rice")? 
croclc032	cro	cl	c	032		Can the child tell you or someone familiar his/her own name or nickname when asked to?
croclc033	cro	cl	c	033		Can the child use a tool (e.g., a stick or spoon) to reach objects that are far away?
croclc034	cro	cl	c	034		If you show the child an object he/she knows well (e.g., a cup or animal), can he/she consistently name it? 
croclc035	cro	cl	c	035		If you show the child two objects or people of different size, can he/she tell you which one is the big one and which is the small one? 
croclc036	cro	cl	c	036		Can the child whisper? 
croclc037	cro	cl	c	037		Can the child sing a short song or repeat parts of a rhyme from memory by him/herself? 
croclc038	cro	cl	c	038		Does the child know the names of at least two body parts (e.g., arm, eye, or nose)? 
croclc039	cro	cl	c	039		Can the child explain in words what common objects like a cup or chair are used for? 
croclc040	cro	cl	c	040		Does the child play by pretending objects are something else (e.g., imagining a bottle is a doll, a stone is a car, or a spoon is an airplane)? 
croclc041	cro	cl	c	041		Can the child count up to five objects (e.g., fingers, people)? 
croclc042	cro	cl	c	042		Can the child correctly ask questions using any of the words "what," "which," "where," or "who"? 
croclc043	cro	cl	c	043		If you ask the child to give you three objects (e.g., stones, beans), does the child give you the correct amount? 
croclc044	cro	cl	c	044		Can the child identify at least one color (e.g., red, blue, yellow)? 
croclc045	cro	cl	c	045		Can the child talk about things that have happened in the past using correct language (e.g., "Yesterday I played with my friend" or "Last week she went to the market")?
croclc046	cro	cl	c	046		Does the child pronounce most of his/her words correctly? 
croclc047	cro	cl	c	047		Does the child know the names of any letters (e.g., A, B, C)? 
croclc048	cro	cl	c	048		Can the child talk about things that will happen in the future using correct language (e.g., "Tomorrow he will attend school" or "Next week we will go to the market")? 
croclc049	cro	cl	c	049		If you point to an object, can the child correctly use the words "on," "in," or under to describe where it is (e.g., "The cup is on the table" instead of "The cup is in the table.")
croclc050	cro	cl	c	050		Does the child regularly use describing words such as "fast," "short," "hot," "fat," or "beautiful" correctly? 
croclc051	cro	cl	c	051		Does the child ask "why" questions (e.g., "Why are you tall?")? 
cromoc001	cro	mo	c	001		Does the child hold his/her hands in fists all the time? 
cromoc002	cro	mo	c	002		When held in a sitting position, can the child hold his/her head steady and straight? 
cromoc003	cro	mo	c	003		Can the child bring his/her hands together? 
cromoc004	cro	mo	c	004		When lying on his/her stomach, can the child hold his/her head off the ground? 
cromoc005	cro	mo	c	005		When lying on his/her stomach, can the child hold his/her head and chest off the ground using only his/her hands and arms for support? 
cromoc006	cro	mo	c	006		Does the child grasp onto a small object (e.g., your finger, a spoon) when put in his/her hand? 
cromoc007	cro	mo	c	007		Does the child bring his/her hand to his/her mouth? 
cromoc008	cro	mo	c	008		When lying on his/her back, does the child move his/her arms and legs? 
cromoc009	cro	mo	c	009		When lying on his/her back, does the child grab his/her feet? 
cromoc010	cro	mo	c	010		Can the child roll from his/her back to stomach, or stomach to back, on his/her own? 
cromoc011	cro	mo	c	011		Can the child hold him/herself in a sitting position without help or support for longer than a few seconds? 
cromoc012	cro	mo	c	012		Can the child pick up a small object (e.g., a small toy or small stone) using just one hand? 
cromoc013	cro	mo	c	013		Does the child clap his/her hands together? 
cromoc014	cro	mo	c	014		Can the child crawl, roll, or scoot forward on his/her own? 
cromoc015	cro	mo	c	015		Can the child maintain a standing position while holding on to a person or object (e.g., wall or furniture)? 
cromoc016	cro	mo	c	016		Can the child pick up and eat small pieces of food with his/her fingers? 
cromoc017	cro	mo	c	017		Can the child maintain a standing position on his/her own, without holding on or receiving support? 
cromoc018	cro	mo	c	018		Can the child walk several steps while holding on to a person or object (e.g., wall or furniture)? 
cromoc019	cro	mo	c	019		Can the child pick up a small object (e.g., a small toy or small stone) with just his/her thumb and a finger? 
cromoc020	cro	mo	c	020		Can the child transfer a small object (e.g., a small toy or small stone) from one hand to the other? 
cromoc021	cro	mo	c	021		Can the child walk several steps on his/her own, without holding on or receiving support? 
cromoc022	cro	mo	c	022		Can the child pick up and drop a small object (e.g., a small toy or small stone) into a bucket or bowl while sitting? 
cromoc023	cro	mo	c	023		Can the child throw a small ball or small stone in a forward direction using his/her hand? 
cromoc024	cro	mo	c	024		Can the child bend down to the ground and stand up again without falling and without holding onto a person or object? 
cromoc025	cro	mo	c	025		Can the child kick a ball or other round object forward using his/her foot? 
cromoc026	cro	mo	c	026		Can the child climb onto an object such as a chair or bench? 
cromoc027	cro	mo	c	027		Can the child drink from a cup (without a lid) on his/her own without spilling? 
cromoc028	cro	mo	c	028		Can the child draw a line or shape on paper with a pen or crayon, or in the dirt with a stick? 
cromoc029	cro	mo	c	029		Can the child stack three or more small objects (e.g., blocks, cups, bottle caps) on top of each other? 
cromoc030	cro	mo	c	030		Can the child run more than a few steps without falling or bumping into objects? 
cromoc031	cro	mo	c	031		Can the child walk on an uneven surface (e.g., a bumpy or steep road) without falling? 
cromoc032	cro	mo	c	032		Can the child feed him/herself using a spoon or other utensil without spilling? 
cromoc033	cro	mo	c	033		Can the child unscrew the lid from a bottle or jar? 
cromoc034	cro	mo	c	034		Can the child jump with both feet leaving the ground? 
cromoc035	cro	mo	c	035		Can the child remove an item of clothing (e.g., take off his/her shirt)? 
cromoc036	cro	mo	c	036		Can the child stand on one foot for several seconds without holding on to a person or object (e.g., wall or furniture)? 
cromoc037	cro	mo	c	037		Can the child walk backwards? 
cromoc038	cro	mo	c	038		Can the child dress him/herself (e.g., put on his/her pants and shirt without help)? 
cromoc039	cro	mo	c	039		Can the child fasten and unfasten buttons without help? 
crosec001	cro	se	c	001		Does the child smile when others smile at him/her? 
crosec002	cro	se	c	002		Does the child look at your face when you speak to him/her? 
crosec003	cro	se	c	003		Does the child smile or become excited when seeing someone familiar? 
